Institución,Título de la tesis,Nombre del tesista,Grado,Nombre del asesor,Resumen,Año
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Análisis y pronóstico de la recaudación del impuesto vehicular municipal mediante la metodología Box - Jenkins,"Huamán Inga, Cinthia Katheryn",Ingeniero Estadístico Informático,"Chue Gallardo, Jorge","El principal objetivo del presente trabajo de suficiencia profesional es: determinar el mejor modelo que se ajuste a las características de la recaudación del Impuesto Vehicular de la Provincia de Lima mediante la técnica estadística de series de tiempo, con la finalidad de pronosticar el registro de ingresos de dicho concepto en tiempos futuros.",2021-10-06
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Modelo de factores asociado al desarrollo infantil temprano de niños peruano con indicadores  del Instituto Nacional de Estadística e Informática,"Guzmán Alanya, Miguel Alonso",Ingeniero Estadístico Informático,"Rosas Villena, Fernando René","En el puesto de analista de procesamiento de información en el Ministerio de Desarrollo e Inclusión Social se realizaron las siguientes funciones: apoyar en el cálculo de indicadores, generar reportes con las bases de datos de los sectores relacionados con salud, educación y agua y asistir técnicamente al equipo del Fondo de Estímulo al Desempeño y Logro de Resultados Sociales. En los últimos cinco años, se desarrollaron diversas tareas que pudieron ser realizadas adecuadamente con los contenidos de los siguientes cursos: Estadística Aplicada, Técnicas de Muestreo, Bases de datos y Técnicas Multivariadas. En el Ministerio de Desarrollo Inclusión Social, en el área del Fondo de Estímulo al Desempeño y Logro de Resultados Sociales, hasta el año 2019, no se contaba con una metodología capaz de reducir el gran número de indicadores relacionados con el Desarrollo Infantil Temprano, con la finalidad de ser usados posteriormente para el cálculo de los incentivos monetarios a los gobiernos regionales. En esta área se contaba con el apoyo de especialistas temáticos en salud, agua y educación, que explicaban la finalidad y utilidad de cada indicador, pero solo contaban con su criterio y experiencia para seleccionar los indicadores. Por lo tanto, evaluada la necesidad del área, se decidió a realizar un análisis factorial exploratorio, utilizando indicadores de agua, educación y salud publicados por el Instituto Nacional de Estadística e Informática relacionado con el Desarrollo Infantil Temprano, el cual permitió obtener un número reducido de indicadores con sustento técnico. El trabajo monográfico se encuentra dividido en seis partes, una vez presentado la introducción se pasará al marco teórico, seguido del marco metodológico, posteriormente, los resultados y discusión, luego las conclusiones y recomendaciones y finalmente las referencias bibliográficas.",2021-10-04
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Identificación de perfiles de los Centros de Educación Técnico - Productiva Públicos usando indicadores de condiciones básicas de calidad mediante clúster bietápico,"Tonconi Calisaya, Cesar Anthony",Ingeniero Estadístico Informático,"Valencia Chacón, Raphael Félix","El aumento continuo de grandes volúmenes de datos y la importancia de la utilización de éstos, junto con la búsqueda de información se han vuelto un gran reto que las grandes entidades públicas hoy en día quieren superar. En la actualidad las entidades públicas conocen la importancia que tiene el almacenamiento, la captura de datos y el beneficio que le puede resultar si se explotan correctamente. Este estudio presenta una técnica estadística para segmentar e identificar perfiles de los Centros de Educación Técnico-Productiva (CETPRO) públicos. El conjunto de datos está conformado por información de todos los CETPRO públicos a nivel nacional recogida en el 2019. El conjunto de datos inicial estaba compuesto por 704 instituciones educativas; posteriormente, luego de proceder con el análisis exploratorio y la limpieza de datos, correspondiente a la eliminación de datos outliers y faltantes; se trabajó un conjunto de datos compuesto por 684 instituciones. Se aplicó análisis de clúster bietápico, que es una técnica de segmentación que permite trabajar con variables cuantitativas y categóricas. El resultado de la aplicación de la técnica brindó 2 conglomerados: el primero con 324 CETPRO (47.4%), el segundo conglomerado con 360 (52.6%). Después de esto se procedió a describir los perfiles de cada conglomerado y se identificaron las principales características en función de las variables relacionadas a las 5 condiciones básicas de calidad planteadas.",2021-09-29
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Segmentación de usuarios que visitan el sitio web de una empresa utilizando la regresión logística con la técnica de sobremuestreo,"Tasayco Silva, Carlos Marcial",Ingeniero Estadístico Informático,"Chue Gallardo, Jorge","El trabajo de monografía se desarrolló en una empresa consultora líder en Latinoamérica especializada en soluciones analíticas para las áreas de marketing digital de empresas multinacionales. El trabajo consistió en la implementación y automatización de un modelo de regresión logística binaria para determinar los segmentos de los usuarios que visitan la Web de la empresa. Para realizar el modelo estadístico mencionado se empezó desde el análisis univariante de cada variable independiente, seguido por una técnica de sobremuestreo “SMOTE” para evitar el desbalance de las clases en la variable dependiente, se realizó además una matriz de confusión en la cual se obtuvo una precisión del 76%, hasta finalmente validar la predictibilidad analizando la curva ROC. Los resultados de la investigación ayudaron a demostrar y concluir que existen variables que son significativas para determinar si un usuario que visita la Web realiza una transacción. Por ejemplo: Los usuarios que usan canales orgánicos sin medios publicitarios como referencia y directo o pagados como las redes sociales contribuyen negativamente a la probabilidad de que el usuario haga la transacción, así como también se observó que tanto el tiempo de la visita o si el usuario visita la Web recurrentemente contribuyen a que la probabilidad de hacer la transacción se incremente. Finalmente, la segmentación que se realizó basado en las puntuaciones calculadas por la regresión logística binaria para tener tres segmentos bien diferenciadas que son alto, medio y bajo probabilidad. Al final del trabajo, la empresa aceptó y mostró su satisfacción con los resultados obtenidos.",2021-09-29
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Diseño muestral para determinar la demanda nacional de hoja de coca destinada al uso lícito,"Arroyo Maury, Paola Cinthya",Ingeniero Estadístico Informático,"Rosas Villena, Fernando René","El Instituto Nacional de Estadística e Informática en coordinación con la Comisión Nacional para el Desarrollo y Vida sin Drogas, ejecutó en el año 2019 por tercera vez en el Perú la encuesta nacional sobre consumo tradicional de hoja de coca, cuyo objetivo fue conocer la cantidad de hoja de coca adquirida en su forma natural a fin de caracterizar a la población para el análisis y diseño de políticas públicas. Para aplicar esta encuesta por muestreo, se llevó a cabo un plan de muestreo o diseño muestral complejo. La metodología utilizada para el diseño muestral se basó en cinco pasos. El primer paso fue para determinar la población objetivo, la cual estuvo constituida por las personas de 12 años y más de edad residentes habituales en las viviendas particulares del área urbana y rural del país. En el segundo paso se determinó el marco muestral, el cual se basó en un marco de áreas (conglomerados) y de lista (viviendas). El tercer paso fue elegir la técnica de muestreo, el cual consistió en un muestreo bietápico. El cuarto paso consistió en determinar el tamaño óptimo de muestra. La muestra estimada para la encuesta fue de 8600 viviendas, distribuidas en 849 conglomerados. El quinto paso consistió en llevar a cabo el proceso de muestreo. Los dominios de estudio fueron: nacional, nacional urbano, nacional rural, costa, sierra, selva y el área metropolitana de Lima y Callao. Las entrevistas fueron realizadas en los meses de julio y agosto del 2019, lográndose entrevistar a 8 371 viviendas, y un total de 23041 personas con una tasa de no respuesta de 2.7% y un error de marco del 12%. La estimación de la población objetivo que adquiere hoja de coca fue de 3 millones 692 mil 694 personas y la cantidad adquirida corresponde a 9558,62 TM.",2021-09-28
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Predicción de la prima de los clientes de una compañía aseguradora usando el modelo lineal generalizado Tweedie,"Armas Alvarado, Alberto Reimundo",Ingeniero Estadístico Informático,"Menacho Chiok, César Higinio",El objetivo de este trabajo es predecir la prima de los clientes de seguros vehiculares usando el modelo lineal generalizado Tweedie.,2021-09-28
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,"Validación para la determinación de minerales: calcio, hierro, magnesio, manganeso y zinc, en galletas con el método AOAC 985.35","Palomino Salazar, Leslie Liliana",Ingeniero Estadístico Informático,"Rosas Villena, Fernando René","El objetivo general de la memoria de trabajo de suficiencia profesional es validar la robustez del método para la determinación de minerales: Calcio, Hierro, Magnesio, Manganeso y Zinc, en galletas con el método AOAC 985.35",2021-08-20
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Evaluación del impacto de la fortificación de la harina de trigo en el nivel de anemia utilizando la técnica PSM,"Rivera Huamaní, Gianinna Magaly",Ingeniero Estadístico Informático,"Chue Gallardo, Jorge","La presente monografía de trabajo de suficiencia profesional se realizó en base a una investigación, que permite evaluar el impacto de la intervención de salud pública de fortificación de la harina de trigo con hierro sobre la prevalencia de anemia y deficiencia de hierro; en mujeres en edad fértil no gestantes entre los 15 a 49 años de edad de Chiclayo e Ica. Donde se evidencia a la anemia como un problema de salud pública que afecta al 21% de dicho segmento de la población de nuestro país. El diseño usado en la investigación fue cuasiexperimental, analítico y transversal; se realizó el análisis secundario de la base de datos recopilados en la encuesta de evaluación de impacto de la fortificación de la harina de trigo diseñada por el Centro Nacional de Alimentación y Nutrición del Instituto Nacional de Salud. En el marco metodológico, se empleó la técnica Propensity Score Matching para evaluar el efecto de la intervención para las participantes (consumo alto de alimentos derivados de la harina de trigo fortificada con hierro), mediante la utilización de covariables de un grupo de controles que no participan en la intervención, asignando a cada participante un par o medida de “control” lo más parecido a ella en términos de sus características, mediante el puntaje de propensión o probabilidad de participación en el programa. Los resultados muestran que la fortificación de la harina de trigo con hierro no alcanzó un impacto significativo sobre la prevalencia de anemia y déficit de hierro en el grupo de estudio. Dado que la fortificación no dio los resultados esperados en la mejora de la prevalencia de anemia, sería recomendable que se realicen inspecciones de control de calidad de la harina de trigo en los productos terminados de consumo masivo.",2021-08-18
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Modelo de ecuaciones estructurales en innovación de empresas de manufactura peruanas con información del Instituto Nacional de Estadística e Informática,"Soria Gomez, Eduardo Javier",Ingeniero Estadístico Informático,"Rosas Villena, Fernando René","La presente monografía se elaboró en base a una investigación cuyo objetivo era verificar el modelo de ecuaciones estructurales de la innovación tecnológica en empresas de manufactura peruana utilizando los resultados de la encuesta Nacional de Innovación en la Industria Manufacturera aplicada en el 2012 por el Instituto Nacional de Estadística e Informática. La evaluación de los resultados se realizó mediante con el software SmartPLS, para la investigación del paper Analyzing technological innovation in low and medium-low tech Peruvian manufacturing companies, desarrollado por un grupo de investigadores Christian M. Ringle, Sven Wende y Jan-Michael Becker de universidades europeas. Dicho estudio se enmarca en la política de promoción de investigación de la Facultad de Ingeniería de la Universidad ESAN. Como parte de la promoción de la investigación se identificó la necesidad de proponer un modelo de ecuaciones estructurales que explique la innovación tecnológica de empresas de manufactura peruanas, mediante las interrelaciones de las variables latentes capacidad de absorción, fuentes de información y adquisición tecnológica. La investigación se realizó con 856 empresas. Los resultados más importantes de la investigación muestran que las interrelaciones del modelo propuesto de ecuaciones estructurales verifican que la innovación tecnológica de empresas de manufactura peruanas se explica únicamente por las variables latentes capacidad de absorción y adquisición tecnológica, y que dicho modelo presenta un buen ajuste, debido a que el indicador coeficiente de determinación ajustado fue 0.520; y el indicador GoF fue de 0.5, por ser mayor al valor óptimo de 0.31.",2021-08-11
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Imputación de datos faltantes en los ingresos por hogar en la Enaho utilizando el método del K-vecino más cercano,"Collazos Tuesta, Oscar Ronald",Ingeniero Estadístico Informático,"Menacho Chiok, César Higinio","La Encuesta Nacional de Hogares (ENAHO), es el instrumento que utiliza el Instituto Nacional de Estadística e Informática (INEI) para recopilar a nivel nacional los datos de los hogares sobre su condiciones económicas, educativas, salud, etc. y que permiten generar indicadores que miden el estado y la evolución de la pobreza, el bienestar y las condiciones de vida de los hogares del Perú, así como para efectuar diagnósticos y medir el alcance de los programas sociales (alimentarios y no alimentarios) en la mejora de las condiciones de vida de la población peruana. Sin embargo, un problema que debe enfrentar la ENAHO es la no respuesta total o parcial en las unidades de muestreo (no respuesta en unidades) o en una pregunta específica (no respuesta por ítem); sobre todo a las preguntas referidas a los ingresos de los hogares. Para el tratamiento de los datos faltantes, se han propuesto una variedad de métodos que comprenden desde el más simple que consiste en la eliminación de las observaciones que tengan algún dato faltante en una de las variables hasta métodos más consistentes basados en un proceso de imputación con los datos faltantes a partir de los datos completos. El objetivo de esta investigación es presentar y aplicar los métodos de imputación de la media y mediana, el método Hot-Deck y el k vecino más cercano para estimar los datos faltantes del Ingreso por hogar en la ENAHO 2017 trimestre 3. Los resultados indican que los datos faltantes del ingreso tienen un mecanismo MCAR. La estimación del intervalo de confianza del 95% para la media de los ingresos imputados, tuvieron amplitudes por el método de la media 131,41 (el menor) mientras que por el k vecino más cercano fue 139,4. Para estimación de la desviación estándar del ingreso, fue el menor para la media 92,97 y k vecino más cercano 100,99. Los resultados de la comparación de los métodos de imputación, fueron usando los datos completos para generar una muestra aleatoria de datos faltantes artificiales y luego se hallaron el Cuadrado Medio del Error (ECM) y correlaciones con los datos observados e imputados para cada método. El método del k vecino más cercano tuvo los menores valores de ECM 1412,6 y 444,4 para la media y mediana; mientras que los otros métodos sus valores fueron por la media 1504,5; por la mediana 1619,9 y por el Hot-Deck 1963,7. Los coeficientes de correlaciones resultaron con valores muy similares, para k vecino más cercano 0,968 con la media y 0,964 con la mediana.",2021-08-10
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Diseño y análisis de un sistema de información para el registro nacional de personas certificadas del SINEACE,"Castro Rojas, Jheynner Adler",Ingeniero Estadístico Informático,"Menacho Chiok, César Higinio","Hoy en día, la información de las organizaciones es uno de los activos más importantes para estas, y las entidades del Estado no son ajenas a ello. Sin embargo, en ocasiones estas tienen serios problemas para salvaguardar su propia información. El Sistema Nacional de Evaluación, Acreditación y Certificación (SINEACE), ante la falta de un sistema diseñado a medida de sus necesidades, hacía uso de ficheros en Excel para almacenar información referente al proceso de certificación de competencias. El presente trabajo busca diseñar y analizar cada tramo del desarrollo de los procesos de certificación, haciendo uso de una adaptación del ciclo de vida del desarrollo de sistemas de información, con la finalidad establecer con claridad el adecuado procedimiento de flujos de datos y optimizar los diversos procesos para la recuperación de estos, involucrando a todas las partes interesadas; y logrando como resultado el diseño de un sistema adecuado a las necesidades de la institución, incluyendo el modelo entidad-relación, que permita aclarar las relaciones entre las diversas entidades involucradas en el proceso de captura de información; así como, también, un prototipo que ayude al posterior desarrollo del sistema que tenga la función de gestionar la información de los procesos de certificación de competencias",2021-08-10
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Estimación del capital económico por riesgo operacional financiero usando el método de distribución de pérdidas con convolución Poisson y Log-normal,"Polo Sánchez, Silvia Patricia",Ingeniero Estadístico Informático,"Menacho Chiok, César Higinio","En una institución bancaria el área de Administración de Riesgo Operacional es la encargada de gestionar, evaluar, medir y supervisar los riesgos operacionales en todas las áreas de la financiera en base al cumplimiento de la normativa regulatoria, en el Perú el ente regulador bancario es la SBS (comité de superintendencia de banca y seguros), el cual hace el requerimiento del capital económico por riesgo operacional a las instituciones bancarias, este capital permite a la empresa provisionar un dinero adecuado para cubrir las existencias de pérdidas generadas por riesgos operacionales (fallas en procesos, errores humanos, fallas en sistemas, etc). Se aplicó para estimar el capital económico por riesgo operacional el método de medición avanzada (AMA) usando el modelo de distribución de pérdidas (LDA) con convolución Poisson y Log-Normal. Los resultados obtuvieron una estimación de la pérdida esperada de 154,000,000 soles, pérdida no esperada de 27,000,000 soles y un capital económico de 181,000,000 soles; obteniendo la empresa bancaria un ahorro de capital de 54,000,000 soles.",2021-08-10
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Segmentación de lectores digitales registrados de un sitio web informativo con el algoritmo de análisis Cluster k-means,"Clemente Rivera, Brian Erick",Ingeniero Estadístico Informático,"Soto Rodríguez, Iván Dennys","Debido a la gran diversidad de negocios de la empresa, un importante grupo de medios de comunicación, es que se genera mucha información, cada vez más específica y detallada; y es aquí en donde entra la gerencia de Inteligencia de Negocios, la cual centraliza todos estos datos provenientes de distintas fuentes y plataformas con la finalidad de analizarlos y brindar soporte a las diferentes áreas que requieran de algún análisis a detalle para sustentar una venta, una adquisición, el desarrollo de proyectos, etc. Una de estos requerimientos especializados tiene que ver con la integración de datos de distintos orígenes tanto digitales como los que se generan en los sitios web, las redes sociales; o las tradicionales como los ingresos que genera la publicidad para la compañía, base de datos de audiencia, entre otros, ya que permitirán abordar análisis más complejos para encontrar hallazgos más específicos, diferenciales y relevantes. La presente monografía aborda el desarrollo de una nueva metodología de segmentación de usuarios registrados en la página web, en la cual se ha planteado considerar el tipo de contenido que ellos visitan según la sección en la que están alojadas las notas y complementándolos con la información personal, sociodemográfica, de ubicación y otras disponibles en el negocio, todo esto apoyado en el análisis clúster, específicamente el algoritmo k-means. Para el preprocesamiento de datos, limpieza, construcción del conjunto de datos y ejecución de la metodología se utilizó el software R, que posee múltiples funciones que ayudaron con estas tareas. Estas seis agrupaciones encontradas permitirán ofrecer a los clientes un nuevo producto comercial, que además otorgará una ventaja para los clientes ya que podrán especificar la audiencia específica a la que quieren impactar mejorando significativamente los resultados que se obtendrían a diferencia del método tradicional de publicidad digital.",2021-08-10
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Clasificación de los adolescentes infractores del centro juvenil de diagnóstico y rehabilitación de lima utilizando partición alrededor de medoides (PAM),"Che Piu Deza, Gilda",Ingeniero Estadístico Informático,"Gamboa Unsihuay, Jesús Eduardo","El país sufre de delincuencia desde hace años, percepción que se mantiene alrededor del 40% de los mayores de edad, incluso a marzo del año 2020. Algunos actos delictivos son cometidos por adolescentes, quienes son vulnerables física y psicológicamente a cometer infracciones, afectando a toda la sociedad, sin embargo, información sobre esta realidad nacional es limitada, por ello el este estudio tiene el objetivo de segmentar a los adolescentes infractores del Centro Juvenil de Diagnóstico y Rehabilitación de Lima utilizando el algoritmo PAM (Partición Alrededor de Medoides), que conglomera los datos en k grupos, donde k es calculado aplicando el método de la silueta. Se analizaron variables relacionadas al listado de factores de riesgo del Plan Nacional de Prevención y Tratamiento del Adolescente en Conflicto con la Ley Penal, y de 790 internos, se obtuvieron 2 segmentos, el primero compuesto por adolescentes internos por diversas infracciones (contra el patrimonio, contra la vida el cuerpo y la salud, contra la libertad y contra la seguridad pública) y motivos (lucro personal, emoción violenta, ajuste de cuentas y venganza), los que nunca integraron una familia nuclear y lo que prácticamente pasaron toda su adolescencia con sus padres, con historial de consumo de drogas y/o alcohol, pero que nunca se escaparon de su casa, ni tenían familia con historial penitenciario, ni mejores amigos infractores y vivían en zonas tranquilas; en cambio el segundo segmentó a los que en su mayoría cometieron infracciones contra el patrimonio, que vivieron en familias mono parentales o a cargo de otras personas, todos con historial de consumo de drogas y/o alcohol, algunos se escaparon de su casa antes de los 15 años, tuvieron familiares con historial penitenciario, también mejores amigos que cometieron infracciones contra la Ley Penal y vivían en barrios con pandillas y bandas delictivas",2021-08-10
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Identificación de la propensión a la adquisición de un subproducto de una tarjeta de crédito en una entidad bancaria,"Zarabia Yupanqui, Cinthia",Ingeniero Estadístico Informático,"Salinas Flores, Jesús Walter",El objetivo del presente trabajo es identificar a los clientes con tarjeta de crédito más propensos a la adquisición del subproducto Extra Línea de la tarjeta de crédito en una entidad financiera.,2021-08-09
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Predicción de adquisición de un préstamo personal bancario a través del canal de televentas utilizando el algoritmo Random Forest,"De la Cruz Flores, Fiorella Pamela",Ingeniero Estadístico Informático,"Salinas Flores, Jesús Walter","El objetivo de este trabajo es desarrollar un modelo de clasificación binaria para predecir si el cliente va a aceptar o rechazar el préstamo ofrecido por los asesores al contactarlos vía telefónica. Para ello, se utilizó el algoritmo Random Forest que permitió redecir a los clientes con mayor probabilidad a adquirir el producto y así, gestionarlos óptimamente para priorizar su venta. Para el desarrollo del modelo se usó una muestra de seis meses (desde marzo 2017 hasta agosto 2017) de datos de los clientes que cuentan como mínimo con una tarjeta de crédito y tienen un préstamo pre- aprobado con la entidad bancaria. En total la base contó con 991619 registros de clientes",2021-08-09
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Diseño muestral de una línea base para caracterizar a los productores de cacao en el Perú,"Orellano Bedón, María Del Carmen Nataly",Ingeniero Estadístico Informático,"Rosas Villena, Fernando René","En muchos países del mundo existen entidades que dentro de sus competencias está el diseño y ejecución de encuestas, censos y otras investigaciones, esto con el fin de obtener información relevante, oportuna y confiable para la toma de decisiones. Inicialmente estos estudios se realizaban siguiendo estrictamente las especificaciones señaladas en los términos de referencia que forman parte del contrato entre la empresa solicitante y la empresa prestadora del servicio. Sin embargo, este procedimiento no garantizaba la obtención de resultados óptimos y por ende ponía en peligro el prestigio de la empresa con los clientes. Ante esta problemática, surgió la necesidad de conducir los estudios siguiendo los pasos de un diseño muestral estándar que tome en cuenta el cumplimiento de los protocolos de seguridad en todas sus etapas. En la memoria del Trabajo de Suficiencia Profesional se expone el caso de una importante institución del estado que contrata los servicios de la empresa para diseñar una línea base para caracterizar a los productores de cacao en el Perú. El objetivo de la línea base es medir los cambios en las variables que la conforman a través de estudios de corte longitudinal. La metodología estandarizada; que en adelante llamaremos diseño muestral estándar, utilizada tiene seis etapas: (1) Identificación de la población de objetivo, (2) Elección del método de recolección de datos, (3) Identificación del marco de muestreo, (4) Selección del método(s) de muestreo y determinación del tamaño de muestra, (5) Planificación del trabajo de campo y aplicación de la prueba piloto, y (6) Ejecución del trabajo de campo",2021-06-30
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Identificación de las variables determinantes en el cese voluntario de un colaborador con la regresión de Cox,"Palomino Gonzales, Javier Norberto",Ingeniero Estadístico Informático,"Chue Gallardo, Jorge","En presente trabajo de investigación se explica el desarrollo del modelamiento del evento renuncia voluntaria de los colaboradores de una organización financiera a través del modelo de regresión de Cox. Esta iniciativa fue de mucha utilidad para identificar cuáles son las variablesque determinan este evento y cómo estas impactan en el evento renuncia. Así mismo es muy importante resaltar que para llegar a realizar este estudio, se tuvo que resolver varios desafíos respecto al conocimiento del negocio, así como la obtención los datos a través de una automatización de las consultas a las bases de datos de recursos humanos para obtener datos confiables y relevantes para el estudio. Dicha automatización fue de mucho aporte para la organización, ya que permitió ahorrar 15 días de proceso manual para su obtención, actualmente el proceso manual se ha reducido a actualizar un tablero de indicadores que solo demora 3 minutos en actualizar. Por ello consideramos que el presente estudio representa el trabajo de un año de comprender la dinámica interna de los procesos y a partir de estos proponer nuevas formas de abordar tanto los procesos, así como la formas de analizar los resultados del mismo",2021-06-26
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,"Comportamiento del gasto público de una entidad pública usando el modelo Box - Jenkins, 2009 - 2017","Cormán Trujillo, Juan",Ingeniero Estadístico e Informático,"Soto Rodríguez, Iván Dennys","La entidad pública brinda servicios de capacitación para el Sector Vivienda, Construcción y Saneamiento, inicia su vida institucional en el año 1977. Tiene como finalidad la formación de los trabajadores del sector construcción, la educación superior no universitaria, el desarrollo de investigaciones vinculadas a la problemática de la vivienda y edificación, así como la propuesta de normas técnicas de aplicación nacional. Y se ha establecido en doce sedes a nivel nacional y capacita a más de 30,000 trabajadores en el desarrollo de nuevas tecnologías. La entidad según su estructura organizacional se encuentra conformado por: Consejo Directivo, Gerencia General, Oficina de Administración y Finanzas, Oficina de Planificación y Presupuesto, Gerencia de Formación profesional y Gerencia de Investigación y Normalización; cabe señalar que el Departamento de Informática forma parte de la Oficina de Administración y Finanzas, en la cual se desempeñó el cargo.",2021-03-30
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Caracterización del perfil del ingresante de una Universidad Pública aplicando algoritmos clustering K-Prototypes y K- Medoids,"Chavez Valderrama, Ledvir Ayrton Walter",Ingeniero Estadístico Informático,"Salinas Flores, Jesús Walter","En el presente trabajo de investigación se realizó un estudio comparativo de algoritmos no supervisados para la caracterización del perfil del ingresante de una universidad pública respecto a sus variables sociodemográficas, económicas y de rendimiento académico utilizando algoritmos de segmentación K-prototypes y K-medoids, con el fin de generar conocimientos valiosos y útiles para lograr una mejor comprensión de la diversidad de universitarios que ingresan y con ello conocer el tipo de estudiante que la institución forma, La aplicación se efectuó con datos de alumnos ingresantes a la Universidad Nacional Agraria La Molina de los ciclos académicos 2015-I y 2015-II de las modalidades de Concurso Ordinario y Dos Primeros Puestos de Colegios de Educación Secundaria con un total de 690 postulantes. Se realizó el preprocesamiento de los datos y la aplicación de algoritmos clustering trabajando tanto con variables cuantitativas como cualitativas, para luego determinar el número óptimo de conglomerados y el algoritmo más adecuado utilizando índices de validación interna. Se realizó la validación de los clusters obtenidos de manera univariada (análisis de variancia o ANOVA y prueba Chi cuadrado) y multivariada (algoritmo Boruta y árbol C5.0), por último, se determinó las variables más importantes para caracterizar el perfil de los ingresantes. Con la investigación realizada se logró identificar 3 tipos de alumnos: Ingresante previsto, Ingresante en proceso y el Ingresante en inicio; cada uno con características peculiares, las cuales permitirán a los responsables de las políticas educativas y en especial a los profesores consejeros saber el tipo de alumno que tienen a su cargo desde que ingresa a la universidad y empezar con ello políticas educativas como el emprendimiento del acompañamiento especializado, sistemático e integral; buscando la realización del paradigma del aprendizaje que la universidad se ha propuesto en su Modelo Educativo.",2021-03-30
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Cambios en la producción agrícola y el rol de la investigación y extensión agrícola en el Perú: 1950-2011,"Gómez Galarza, Vilma Elvira",Ingeniero Estadístico,"Sotomayor Ruíz, Rino Nicanor","Este trabajo presenta el análisis de 60 años de evolución de la producción del sector agrícola desde 1950 al 2011 y lo relaciona con la investigación y extensión agrícola. Es una investigación no experimental que se expone en tres partes cuyo centro es el análisis del comportamiento de la producción agrícola y los factores: superficie cosechada, rendimientos por ha y la estructura de uso del suelo, luego se relaciona con la investigación y extensión agrícola. Este trabajo ha utilizado más de 200 series estadísticas que fueron sometidos a análisis exploratorio mediante representaciones gráficas de secuencias con diagrama de líneas, análisis de consistencia y homogeneización a través de conversiones y ajustes mediante el promedio trienal móvil y ponderaciones. A las series estadísticas ajustadas se aplicó el Método de los Efectos para cada uno de los 49 cultivos y sus correspondientes grupos. Los resultados de las investigaciones muestran que: (a) El sector agropecuario ha estado supeditado a los modelos de desarrollo que privilegiaron a otros sectores de la economía lo que generó una producción agrícola con más de 30 años de estancamiento continuo en el periodo de 1950-2011. (b) Al relacionar la producción con los factores señalados, los cálculos evidencian que, el factor superficie cosechada ha definido la evolución de la producción agrícola tanto en los periodos de expansión como de estancamiento. Los factores rendimiento y estructura de uso del suelo han jugado un rol secundario y en los periodos de estancamiento ha atenuado la tendencia de descenso de la producción agrícola. (c) Al analizar el factor rendimiento como indicador del aporte de la investigación a la producción agrícola se evidencia su contribución positiva en especial en las épocas de estancamiento a pesar de la débil institucionalidad y del escaso financiamiento del estado y del sector privado. Finalmente se presentan las conclusiones y recomendaciones.",2019-12-02
Universidad Nacional Agraria La Molina. Facultad de Economía y Planificación,Variables que explican los rangos remunerativos del primer empleo de los egresados universitarios del Perú aplicando regresión logística ordinal,"Aquino Gamboa, Juan Carlos",Ingeniero Estadístico e Informático,"Menacho Chiok, César Higinio","En la presente tesis se aplica la regresión logística ordinal, con la finalidad de identificar las variables que mejor explican los rangos de los ingresos de los egresados universitarios del Perú. Para el estudio se usa los datos de la encuesta de egresados universitarios del año 2014 realizada por el INEI. Se ajustan los datos a tres modelos aplicando la regresión logística ordinal con función de enlace logit proporcional acumulativo y para las universidades públicas y privadas. La variable dependiente son los rangos de ingresos (Bajo, Medio, Alto y Muy alto) y los conjuntos de variables independientes agrupadas en cuatro categorías: Grupo A: socio-académicas (7), Grupo B: referidas a la evaluación de las competencias recibidas en la universidad (12), Grupo C: referidas a la importancia de las competencias para su desarrollo profesional (12) y Grupo D: respecto a los profesores de la carrera (5). Para explicar los rangos de los ingresos, la regresión logística ordinal identificó para los tres modelos y para las universidades públicas y privadas, variables significativas socio-académicas: sexo, pertenencia al cuadro de méritos, si obtuvo o no el título profesional, su primer empleo relacionado con la formación profesional. Respecto a la calificación sobre la preparación recibida en la universidad para el desarrollo de las competencias: para coordinar actividades, para los conocimientos básicos de otros campos (públicas) y para el dominio del área de disciplina, el utilizar herramientas informáticas básicas, el utilizar software específico de la carrera (privadas). Respecto a la importancia de las competencias para su experiencia laboral: redactar informes o documentos, tener conocimientos básicos de otros campos o disciplinas (públicas) y rendir bajo presión y cumplir con los objetivos y coordinar actividades (privadas).",2019-10-03
